date,county,state,fips,cases,deaths
2020-03-12,Anchorage,Alaska,02020,1,0
2020-03-13,Anchorage,Alaska,02020,1,0
2020-03-14,Anchorage,Alaska,02020,1,0
2020-03-15,Anchorage,Alaska,02020,1,0
2020-03-16,Anchorage,Alaska,02020,1,0
2020-03-16,Fairbanks North Star Borough,Alaska,02090,2,0
2020-03-17,Anchorage,Alaska,02020,2,0
2020-03-17,Fairbanks North Star Borough,Alaska,02090,3,0
2020-03-17,Ketchikan Gateway Borough,Alaska,02130,1,0
2020-03-18,Anchorage,Alaska,02020,4,0
2020-03-18,Fairbanks North Star Borough,Alaska,02090,3,0
2020-03-18,Kenai Peninsula Borough,Alaska,02122,1,0
2020-03-18,Ketchikan Gateway Borough,Alaska,02130,1,0
2020-03-19,Anchorage,Alaska,02020,4,0
2020-03-19,Fairbanks North Star Borough,Alaska,02090,5,0
2020-03-19,Kenai Peninsula Borough,Alaska,02122,1,0
2020-03-19,Ketchikan Gateway Borough,Alaska,02130,2,0
2020-03-20,Anchorage,Alaska,02020,4,0
2020-03-20,Fairbanks North Star Borough,Alaska,02090,6,0
2020-03-20,Kenai Peninsula Borough,Alaska,02122,1,0
2020-03-20,Ketchikan Gateway Borough,Alaska,02130,3,0
2020-03-21,Anchorage,Alaska,02020,5,0
2020-03-21,Fairbanks North Star Borough,Alaska,02090,7,0
2020-03-21,Kenai Peninsula Borough,Alaska,02122,3,0
2020-03-21,Ketchikan Gateway Borough,Alaska,02130,6,0
2020-03-22,Anchorage,Alaska,02020,6,0
2020-03-22,Fairbanks North Star Borough,Alaska,02090,7,0
2020-03-22,Kenai Peninsula Borough,Alaska,02122,3,0
2020-03-22,Ketchikan Gateway Borough,Alaska,02130,6,0
2020-03-23,Anchorage,Alaska,02020,17,0
2020-03-23,Fairbanks North Star Borough,Alaska,02090,7,0
2020-03-23,Juneau City and Borough,Alaska,02110,1,0
2020-03-23,Kenai Peninsula Borough,Alaska,02122,3,0
2020-03-23,Ketchikan Gateway Borough,Alaska,02130,6,0
2020-03-23,Matanuska-Susitna Borough,Alaska,02170,2,0
2020-03-24,Anchorage,Alaska,02020,17,0
2020-03-24,Fairbanks North Star Borough,Alaska,02090,9,0
2020-03-24,Juneau City and Borough,Alaska,02110,2,0
2020-03-24,Kenai Peninsula Borough,Alaska,02122,4,0
2020-03-24,Ketchikan Gateway Borough,Alaska,02130,8,0
2020-03-24,Matanuska-Susitna Borough,Alaska,02170,2,0
2020-03-25,Anchorage,Alaska,02020,28,0
2020-03-25,Fairbanks North Star Borough,Alaska,02090,11,0
2020-03-25,Juneau City and Borough,Alaska,02110,2,0
2020-03-25,Kenai Peninsula Borough,Alaska,02122,5,0
2020-03-25,Ketchikan Gateway Borough,Alaska,02130,11,0
