date,county,state,fips,cases,deaths
2020-03-05,Williamson,Tennessee,47187,1,0
2020-03-06,Williamson,Tennessee,47187,1,0
2020-03-07,Williamson,Tennessee,47187,1,0
2020-03-08,Davidson,Tennessee,47037,1,0
2020-03-08,Shelby,Tennessee,47157,1,0
2020-03-08,Williamson,Tennessee,47187,1,0
2020-03-09,Davidson,Tennessee,47037,1,0
2020-03-09,Shelby,Tennessee,47157,1,0
2020-03-09,Williamson,Tennessee,47187,2,0
2020-03-10,Davidson,Tennessee,47037,1,0
2020-03-10,Shelby,Tennessee,47157,1,0
2020-03-10,Sullivan,Tennessee,47163,1,0
2020-03-10,Williamson,Tennessee,47187,4,0
2020-03-11,Davidson,Tennessee,47037,2,0
2020-03-11,Shelby,Tennessee,47157,1,0
2020-03-11,Sullivan,Tennessee,47163,1,0
2020-03-11,Williamson,Tennessee,47187,4,0
2020-03-12,Davidson,Tennessee,47037,6,0
2020-03-12,Knox,Tennessee,47093,1,0
2020-03-12,Shelby,Tennessee,47157,2,0
2020-03-12,Sullivan,Tennessee,47163,1,0
2020-03-12,Williamson,Tennessee,47187,8,0
2020-03-13,Davidson,Tennessee,47037,10,0
2020-03-13,Hamilton,Tennessee,47065,1,0
2020-03-13,Jefferson,Tennessee,47089,1,0
2020-03-13,Knox,Tennessee,47093,1,0
2020-03-13,Rutherford,Tennessee,47149,1,0
2020-03-13,Shelby,Tennessee,47157,2,0
2020-03-13,Sullivan,Tennessee,47163,1,0
2020-03-13,Williamson,Tennessee,47187,9,0
2020-03-14,Campbell,Tennessee,47013,1,0
2020-03-14,Davidson,Tennessee,47037,14,0
2020-03-14,Hamilton,Tennessee,47065,1,0
2020-03-14,Jefferson,Tennessee,47089,1,0
2020-03-14,Knox,Tennessee,47093,1,0
2020-03-14,Rutherford,Tennessee,47149,1,0
2020-03-14,Shelby,Tennessee,47157,2,0
2020-03-14,Sullivan,Tennessee,47163,1,0
2020-03-14,Williamson,Tennessee,47187,10,0
2020-03-15,Campbell,Tennessee,47013,1,0
2020-03-15,Davidson,Tennessee,47037,17,0
2020-03-15,Hamilton,Tennessee,47065,1,0
2020-03-15,Jefferson,Tennessee,47089,1,0
2020-03-15,Knox,Tennessee,47093,1,0
2020-03-15,Rutherford,Tennessee,47149,1,0
2020-03-15,Shelby,Tennessee,47157,2,0
2020-03-15,Sullivan,Tennessee,47163,1,0
2020-03-15,Williamson,Tennessee,47187,14,0
2020-03-16,Campbell,Tennessee,47013,1,0
2020-03-16,Davidson,Tennessee,47037,25,0
2020-03-16,Hamilton,Tennessee,47065,1,0
2020-03-16,Jefferson,Tennessee,47089,1,0
2020-03-16,Knox,Tennessee,47093,1,0
2020-03-16,Rutherford,Tennessee,47149,1,0
2020-03-16,Sevier,Tennessee,47155,1,0
2020-03-16,Shelby,Tennessee,47157,2,0
2020-03-16,Sullivan,Tennessee,47163,1,0
2020-03-16,Williamson,Tennessee,47187,18,0
2020-03-17,Campbell,Tennessee,47013,1,0
2020-03-17,Davidson,Tennessee,47037,42,0
2020-03-17,Hamilton,Tennessee,47065,1,0
2020-03-17,Jefferson,Tennessee,47089,1,0
2020-03-17,Knox,Tennessee,47093,2,0
2020-03-17,Rutherford,Tennessee,47149,1,0
